coolingdegreedays,monthtodateheatingdegreedays,since1jancoolingdegreedays,year,snowdepthi,meanwindspdi,maxtempm,since1julsnowfallm,mon,minpressurem,meanpressurei,maxdewptm,since1sepcoolingdegreedays,snowfalli,minwspdi,heatingdegreedaysnormal,since1sepcoolingdegreedaysnormal,meantempm,minvisi,since1jancoolingdegreedaysnormal,precipsource,gdegreedays,since1julheatingdegreedays,meanwindspdm,thunder,meandewpti,since1sepheatingdegreedays,maxvism,maxvisi,monthtodatecoolingdegreedays,mindewpti,since1julheatingdegreedaysnormal,meantempi,maxpressurem,maxhumidity,date,meanwdird,meandewptm,coolingdegreedaysnormal,maxpressurei,monthtodateheatingdegreedaysnormal,maxwspdm,meanvisi,meanwdire,humidity,monthtodatesnowfalli,min,hail,mintempm,heatingdegreedays,precipm,tzname,since1julsnowfalli,hour,precipi,since1sepheatingdegreedaysnormal,mday,meanpressurem,minhumidity,minwspdm,minvism,meanvism,minpressurei,snowfallm,monthtodatesnowfallm,rain,snowdepthm,maxwspdi,monthtodatecoolingdegreedaysnormal,pretty,mindewptm,fog,maxdewpti,maxtempi,snow,tornado,mintempi
0,189,9,2012,0.00,9,12,23.62,04,1007,29.80,4,,0.00,4,18,,9,10,0,,0,3993,15,0,32,,16,10,0,25,5094,49,1011,76,"{'tzname': 'America/New_York', 'mday': '11', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 11, 2012'}",19,0,0,29.86,223,32,10,,,0.00,00,0,7,16,0.00,America/New_York,9.30,12,0.00,,11,1009,36,6,16,16,29.74,0.00,0.00,0,0.00,20,0,"12:00 PM EDT on April 11, 2012",-4,0,39,54,0,0,44
0,204,9,2012,0.00,9,13,23.62,04,1011,29.97,5,,0.00,0,18,,10,2,0,,0,4008,14,0,38,,16,10,0,35,5112,50,1018,83,"{'tzname': 'America/New_York', 'mday': '12', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 12, 2012'}",345,3,0,30.07,241,24,8,,,0.00,00,0,6,15,8.13,America/New_York,9.30,12,0.32,,12,1015,51,0,4,13,29.86,0.00,0.00,1,0.00,15,0,"12:00 PM EDT on April 12, 2012",2,0,41,56,0,0,43
0,216,9,2012,,8,18,23.62,04,1016,30.08,3,,0.00,5,18,,12,10,0,,2,4020,13,0,28,,16,10,0,20,5130,53,1021,82,"{'tzname': 'America/New_York', 'mday': '13', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 13, 2012'}",306,-2,0,30.15,259,26,10,,,0.00,00,0,5,12,0.00,America/New_York,9.30,12,0.00,,13,1019,19,8,16,16,30.00,0.00,0.00,0,,16,0,"12:00 PM EDT on April 13, 2012",-7,0,37,65,0,0,41
0,221,9,2012,,10,22,23.62,04,1015,30.05,1,,0.00,6,17,,16,10,0,,10,4025,16,0,27,,16,10,0,21,5147,60,1021,40,"{'tzname': 'America/New_York', 'mday': '14', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 14, 2012'}",259,-3,0,30.14,276,29,10,,,0.00,00,0,9,5,0.00,America/New_York,9.30,12,0.00,,14,1017,16,10,16,16,29.97,0.00,0.00,0,,18,0,"12:00 PM EDT on April 14, 2012",-6,0,34,71,0,0,49
1,221,10,2012,,10,25,23.62,04,1012,29.95,12,,0.00,5,17,,19,10,0,,16,4025,16,0,46,,16,10,1,33,5164,66,1015,66,"{'tzname': 'America/New_York', 'mday': '15', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 15, 2012'}",229,8,0,29.99,293,32,10,,,0.00,00,0,12,0,T,America/New_York,9.30,12,T,,15,1014,37,8,16,16,29.88,0.00,0.00,0,,20,0,"12:00 PM EDT on April 15, 2012",1,0,53,77,0,0,54
8,221,18,2012,0.00,10,31,23.62,04,1012,29.95,14,,0.00,5,17,,23,10,0,,23,4025,16,0,55,,16,10,9,52,5181,73,1016,84,"{'tzname': 'America/New_York', 'mday': '16', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 16, 2012'}",192,13,0,30.01,310,34,10,,,0.00,00,0,15,0,T,America/New_York,9.30,12,T,,16,1014,34,8,16,16,29.88,0.00,0.00,0,0.00,21,0,"12:00 PM EDT on April 16, 2012",11,0,58,87,0,0,59
6,221,24,2012,,12,29,23.62,04,1012,29.98,13,,0.00,6,16,,22,7,0,,20,4025,19,0,39,,16,10,15,22,5197,71,1020,86,"{'tzname': 'America/New_York', 'mday': '17', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 17, 2012'}",276,4,0,30.11,326,37,10,,,0.00,00,0,14,0,0.00,America/New_York,9.30,12,0.00,,17,1015,10,10,11,15,29.88,0.00,0.00,0,,23,0,"12:00 PM EDT on April 17, 2012",-6,0,55,84,0,0,57
0,230,24,2012,,11,17,23.62,04,1020,30.18,4,,0.00,0,16,,13,10,0,,4,4034,18,0,33,,16,10,15,22,5213,56,1024,66,"{'tzname': 'America/New_York', 'mday': '18', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 18, 2012'}",65,1,0,30.24,342,32,10,,,0.00,00,0,9,9,0.00,America/New_York,9.30,12,0.00,,18,1022,22,0,16,16,30.12,0.00,0.00,0,,20,0,"12:00 PM EDT on April 18, 2012",-6,0,40,62,0,0,49
0,238,24,2012,,11,19,23.62,04,1015,30.06,8,,0.00,4,16,,14,10,0,,6,4042,17,0,42,,16,10,15,40,5229,57,1020,77,"{'tzname': 'America/New_York', 'mday': '19', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 19, 2012'}",176,6,0,30.13,358,34,10,,,0.00,00,0,8,8,0.00,America/New_York,9.30,12,0.00,,19,1018,45,6,16,16,29.97,0.00,0.00,0,,21,0,"12:00 PM EDT on April 19, 2012",4,0,46,66,0,0,47
0,240,24,2012,0.00,12,25,23.62,04,1013,29.97,9,,0.00,6,15,,17,10,0,,12,4044,20,0,42,,16,10,15,34,5244,63,1016,80,"{'tzname': 'America/New_York', 'mday': '20', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 20, 2012'}",206,6,0,30.01,373,39,10,,,0.00,00,0,9,2,0.00,America/New_York,9.30,12,0.00,,20,1015,27,10,16,16,29.91,0.00,0.00,0,0.00,24,0,"12:00 PM EDT on April 20, 2012",1,0,48,77,0,0,49
1,240,25,2012,0.00,12,26,23.62,04,1005,29.79,14,,0.00,6,15,,19,10,0,,16,4044,19,0,52,,16,10,16,42,5259,66,1012,93,"{'tzname': 'America/New_York', 'mday': '21', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 21, 2012'}",194,11,0,29.90,388,39,10,,,0.00,00,0,12,0,0.25,America/New_York,9.30,12,0.01,,21,1009,43,10,16,16,29.69,0.00,0.00,1,0.00,24,0,"12:00 PM EDT on April 21, 2012",6,0,57,78,0,0,54
0,252,25,2012,0.00,14,17,23.62,04,1005,29.78,14,,0.00,0,15,,12,2,0,,0,4056,23,0,47,,16,10,16,41,5274,53,1010,93,"{'tzname': 'America/New_York', 'mday': '22', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 22, 2012'}",50,8,0,29.84,403,53,5,,,0.00,00,0,7,12,26.42,America/New_York,9.30,12,1.04,,22,1008,77,0,3,8,29.67,0.00,0.00,1,0.00,33,0,"12:00 PM EDT on April 22, 2012",5,0,57,62,0,0,44
0,263,25,2012,,15,17,23.62,04,992,29.38,16,,0.00,4,14,,12,2,0,,4,4067,24,0,53,,16,10,16,41,5288,54,1005,97,"{'tzname': 'America/New_York', 'mday': '23', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 23, 2012'}",131,12,0,29.68,417,64,5,,,0.00,00,0,7,11,37.59,America/New_York,9.30,12,1.48,,23,995,74,6,2,8,29.30,0.00,0.00,1,,40,0,"12:00 PM EDT on April 23, 2012",5,0,61,63,0,0,44
0,276,25,2012,,17,14,23.62,04,995,29.53,6,,0.00,12,14,,11,10,0,,2,4080,27,0,35,,16,10,16,29,5302,52,1006,80,"{'tzname': 'America/New_York', 'mday': '24', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 24, 2012'}",205,2,0,29.70,431,45,10,,,0.00,00,0,8,13,0.00,America/New_York,9.30,12,0.00,,24,1000,35,19,16,16,29.40,0.00,0.00,0,,28,0,"12:00 PM EDT on April 24, 2012",-2,0,43,58,0,0,46
0,288,25,2012,,12,17,23.62,04,1006,29.77,6,,0.00,6,14,,12,10,0,,2,4092,20,0,33,,16,10,16,26,5316,53,1011,89,"{'tzname': 'America/New_York', 'mday': '25', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 25, 2012'}",244,1,0,29.87,445,39,10,,,0.00,00,0,6,12,0.00,America/New_York,9.30,12,0.00,,25,1008,27,10,16,16,29.71,0.00,0.00,1,,24,0,"12:00 PM EDT on April 25, 2012",-3,0,42,62,0,0,43
0,300,25,2012,,11,17,23.62,04,1001,29.82,10,,0.00,5,14,,12,10,0,,3,4104,17,0,36,,16,10,16,28,5330,53,1014,89,"{'tzname': 'America/New_York', 'mday': '26', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 26, 2012'}",178,2,0,29.95,459,37,10,,,0.00,00,0,6,12,T,America/New_York,9.30,12,T,,26,1010,36,8,16,16,29.55,0.00,0.00,1,,23,0,"12:00 PM EDT on April 26, 2012",-2,0,50,63,0,0,43
0,316,25,2012,,19,14,23.62,04,998,29.66,12,,0.00,8,13,,9,7,0,,0,4120,31,0,36,,16,10,16,21,5343,49,1015,93,"{'tzname': 'America/New_York', 'mday': '27', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 27, 2012'}",278,2,0,29.99,472,48,10,,,0.00,00,0,4,16,T,America/New_York,9.30,12,T,,27,1004,35,13,11,16,29.48,0.00,0.00,1,,30,0,"12:00 PM EDT on April 27, 2012",-6,0,53,57,0,0,40
0,332,25,2012,,14,16,23.62,04,1015,30.06,-6,,0.00,8,13,,9,10,0,,0,4136,22,0,18,,16,10,16,13,5356,49,1020,52,"{'tzname': 'America/New_York', 'mday': '28', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 28, 2012'}",290,-8,0,30.12,485,39,10,,,0.00,00,0,3,16,0.00,America/New_York,9.30,12,0.00,,28,1018,17,13,16,16,29.99,0.00,0.00,0,,24,0,"12:00 PM EDT on April 28, 2012",-11,0,21,60,0,0,37
0,348,25,2012,,12,15,23.62,04,1015,30.08,-7,,0.00,5,13,,9,10,0,,0,4152,20,0,14,,16,10,16,6,5369,49,1023,39,"{'tzname': 'America/New_York', 'mday': '29', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 29, 2012'}",318,-10,0,30.22,498,45,10,,,0.00,00,0,4,16,0.00,America/New_York,9.30,12,0.00,,29,1019,14,8,16,16,29.99,0.00,0.00,0,,28,0,"12:00 PM EDT on April 29, 2012",-14,0,20,59,0,0,39
0,365,25,2012,,11,12,23.62,04,1023,30.26,3,,0.00,5,12,,9,10,3,,0,4169,17,0,24,,16,10,16,13,5381,48,1027,61,"{'tzname': 'America/New_York', 'mday': '30', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 30, 2012'}",199,-4,0,30.33,510,29,10,,,0.00,00,0,5,17,0.00,America/New_York,9.30,12,0.00,,30,1025,27,8,16,16,30.21,0.00,0.00,0,,18,3,"12:00 PM EDT on April 30, 2012",-11,0,37,54,0,0,41
8,0,531,2012,,8,26,0.00,08,1011,29.88,21,,0.00,0,0,,23,1,441,,22,0,14,0,66,,16,10,8,64,6,73,1013,93,"{'tzname': 'America/New_York', 'mday': '01', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 01, 2012'}",231,19,9,29.93,0,27,8,,,0.00,00,0,20,0,20.32,America/New_York,0.00,12,0.80,,01,1012,64,0,2,13,29.85,0.00,0.00,1,,17,9,"12:00 PM EDT on August 01, 2012",18,0,70,78,0,0,68
12,0,543,2012,,8,30,0.00,08,1010,29.85,22,,0.00,4,0,,25,7,450,,27,0,13,0,69,,16,10,20,65,6,77,1012,90,"{'tzname': 'America/New_York', 'mday': '02', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 02, 2012'}",184,21,9,29.89,0,23,10,,,0.00,00,0,20,0,0.00,America/New_York,0.00,12,0.00,,02,1011,59,6,11,16,29.82,0.00,0.00,0,,14,18,"12:00 PM EDT on August 02, 2012",18,0,71,86,0,0,68
17,0,560,2012,,12,33,0.00,08,1012,29.97,22,,0.00,7,0,,28,7,459,,32,0,19,0,68,,16,10,37,61,6,82,1019,93,"{'tzname': 'America/New_York', 'mday': '03', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 03, 2012'}",233,20,9,30.08,0,29,9,,,0.00,00,0,22,0,0.00,America/New_York,0.00,12,0.00,,03,1015,36,11,11,15,29.90,0.00,0.00,0,,18,27,"12:00 PM EDT on August 03, 2012",16,0,72,92,0,0,72
13,0,573,2012,,7,28,0.00,08,1019,30.18,22,,0.00,0,0,,26,6,468,,28,0,12,0,70,,16,10,50,67,6,78,1023,87,"{'tzname': 'America/New_York', 'mday': '04', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 04, 2012'}",135,21,9,30.21,0,23,9,,,0.00,00,0,23,0,0.00,America/New_York,0.00,12,0.00,,04,1022,62,0,10,14,30.10,0.00,0.00,0,,14,36,"12:00 PM EDT on August 04, 2012",19,0,71,82,0,0,74
15,0,588,2012,,13,31,0.00,08,1013,30.09,24,,0.00,0,0,,27,8,476,,30,0,20,0,72,,16,10,65,69,6,80,1023,93,"{'tzname': 'America/New_York', 'mday': '05', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 05, 2012'}",199,22,8,30.22,0,45,10,,,0.00,00,0,22,0,2.03,America/New_York,0.00,12,0.08,,05,1019,59,0,13,16,29.93,0.00,0.00,1,,28,44,"12:00 PM EDT on August 05, 2012",21,0,75,88,0,0,72
13,0,601,2012,0.00,10,29,0.00,08,1013,29.94,22,,0.00,4,0,,26,9,484,,28,0,17,0,61,,16,10,78,55,6,78,1015,93,"{'tzname': 'America/New_York', 'mday': '06', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 06, 2012'}",278,16,8,29.98,0,29,10,,,0.00,00,0,22,0,0.00,America/New_York,0.00,12,0.00,,06,1014,37,6,14,16,29.91,0.00,0.00,0,0.00,18,52,"12:00 PM EDT on August 06, 2012",13,0,71,85,0,0,71
7,0,608,2012,0.00,8,25,0.00,08,1014,29.99,18,,0.00,0,0,,22,10,492,,22,0,13,0,60,,16,10,85,56,6,72,1016,73,"{'tzname': 'America/New_York', 'mday': '07', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 07, 2012'}",124,16,8,30.02,0,29,10,,,0.00,00,0,19,0,0.00,America/New_York,0.00,12,0.00,,07,1015,50,0,16,16,29.94,0.00,0.00,0,0.00,18,60,"12:00 PM EDT on August 07, 2012",13,0,64,77,0,0,67
10,0,618,2012,0.00,8,28,0.00,08,1013,29.97,19,,0.00,5,0,,24,10,500,,24,0,13,0,65,,16,10,95,62,6,75,1015,87,"{'tzname': 'America/New_York', 'mday': '08', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 08, 2012'}",190,18,8,29.99,0,24,10,,,0.00,00,0,19,0,0.00,America/New_York,0.00,12,0.00,,08,1015,58,8,16,16,29.93,0.00,0.00,0,0.00,15,68,"12:00 PM EDT on August 08, 2012",17,0,67,83,0,0,66
11,0,629,2012,0.00,10,28,0.00,08,1012,29.93,21,,0.00,5,0,,24,4,508,,26,0,16,0,68,,16,10,106,66,6,76,1015,97,"{'tzname': 'America/New_York', 'mday': '09', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 09, 2012'}",185,20,8,29.97,0,34,9,,,0.00,00,0,21,0,0.00,America/New_York,0.00,12,0.00,,09,1013,58,8,6,14,29.88,0.00,0.00,0,0.00,21,76,"12:00 PM EDT on August 09, 2012",19,0,70,83,0,0,69
12,0,641,2012,,9,29,0.00,08,1009,29.88,22,,0.00,0,0,,25,0,516,,26,0,14,0,70,,16,10,118,68,6,77,1014,100,"{'tzname': 'America/New_York', 'mday': '10', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 10, 2012'}",141,21,8,29.94,0,37,7,,,0.00,00,0,21,0,29.72,America/New_York,0.00,12,1.17,,10,1012,65,0,1,11,29.80,0.00,0.00,1,,23,84,"12:00 PM EDT on August 10, 2012",20,1,72,84,0,0,69
11,0,652,2012,,8,27,0.00,08,1009,29.88,22,,0.00,0,0,,24,8,524,,26,0,12,0,69,,16,10,129,66,6,76,1013,93,"{'tzname': 'America/New_York', 'mday': '11', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 11, 2012'}",127,21,8,29.92,0,26,10,,,0.00,00,0,22,0,0.00,America/New_York,0.00,12,0.00,,11,1012,74,0,13,16,29.81,0.00,0.00,0,,16,92,"12:00 PM EDT on August 11, 2012",19,0,72,81,0,0,71
13,0,665,2012,,10,29,0.00,08,1011,29.90,22,,0.00,6,0,,26,6,532,,28,0,15,0,71,,16,10,142,70,6,78,1014,93,"{'tzname': 'America/New_York', 'mday': '12', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 12, 2012'}",192,22,8,29.94,0,27,10,,,0.00,00,0,22,0,0.25,America/New_York,0.00,12,0.01,,12,1012,65,10,10,15,29.86,0.00,0.00,1,,17,100,"12:00 PM EDT on August 12, 2012",21,0,72,84,0,0,72
14,0,679,2012,,8,30,0.00,08,1012,29.91,22,,0.00,5,0,,26,9,540,,28,0,13,0,62,,16,10,156,59,6,79,1014,93,"{'tzname': 'America/New_York', 'mday': '13', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 13, 2012'}",263,17,8,29.94,0,26,10,,,0.00,00,0,22,0,0.00,America/New_York,0.00,12,0.00,,13,1013,44,8,14,16,29.88,0.00,0.00,0,,16,108,"12:00 PM EDT on August 13, 2012",15,0,71,86,0,0,71
12,0,691,2012,0.00,7,28,0.00,08,1012,29.92,18,,0.00,0,0,,25,10,548,,26,0,12,0,61,,16,10,168,57,6,77,1014,78,"{'tzname': 'America/New_York', 'mday': '14', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 14, 2012'}",260,16,8,29.95,0,24,10,,,0.00,00,0,21,0,0.00,America/New_York,0.00,12,0.00,,14,1013,43,0,16,16,29.90,0.00,0.00,0,0.00,15,116,"12:00 PM EDT on August 14, 2012",14,0,65,83,0,0,70
10,0,701,2012,,8,29,0.00,08,1010,29.89,21,,0.00,0,0,,24,1,556,,25,0,12,0,67,,16,10,178,63,6,75,1014,97,"{'tzname': 'America/New_York', 'mday': '15', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 15, 2012'}",190,19,8,29.96,0,26,8,,,0.00,00,0,19,0,21.08,America/New_York,0.00,12,0.83,,15,1012,51,0,2,12,29.84,0.00,0.00,1,,16,124,"12:00 PM EDT on August 15, 2012",17,0,70,84,0,0,66
11,0,712,2012,,8,29,0.00,08,1009,29.83,19,,0.00,0,0,,24,7,564,,25,0,12,0,62,,16,10,189,57,6,76,1011,93,"{'tzname': 'America/New_York', 'mday': '16', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 16, 2012'}",312,17,8,29.86,0,29,10,,,0.00,00,0,19,0,T,America/New_York,0.00,12,T,,16,1010,43,0,11,16,29.79,0.00,0.00,1,,18,132,"12:00 PM EDT on August 16, 2012",14,0,66,85,0,0,67
