coolingdegreedays,monthtodateheatingdegreedays,since1jancoolingdegreedays,year,snowdepthi,meanwindspdi,maxtempm,since1julsnowfallm,mon,minpressurem,meanpressurei,maxdewptm,since1sepcoolingdegreedays,snowfalli,minwspdi,heatingdegreedaysnormal,since1sepcoolingdegreedaysnormal,meantempm,minvisi,since1jancoolingdegreedaysnormal,precipsource,gdegreedays,since1julheatingdegreedays,meanwindspdm,thunder,meandewpti,since1sepheatingdegreedays,maxvism,maxvisi,monthtodatecoolingdegreedays,mindewpti,since1julheatingdegreedaysnormal,meantempi,maxpressurem,maxhumidity,date,meanwdird,meandewptm,coolingdegreedaysnormal,maxpressurei,monthtodateheatingdegreedaysnormal,maxwspdm,meanvisi,meanwdire,humidity,monthtodatesnowfalli,min,hail,mintempm,heatingdegreedays,precipm,tzname,since1julsnowfalli,hour,precipi,since1sepheatingdegreedaysnormal,mday,meanpressurem,minhumidity,minwspdm,minvism,meanvism,minpressurei,snowfallm,monthtodatesnowfallm,rain,snowdepthm,maxwspdi,monthtodatecoolingdegreedaysnormal,pretty,mindewptm,fog,maxdewpti,maxtempi,snow,tornado,mintempi
0,,,2012,,6,8,,04,1022,30.26,-3,,0.00,0,,,2,10,,,0,,10,0,22,,16,10,,16,,36,1027,80,"{'tzname': 'America/Chicago', 'mday': '11', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 11, 2012'}",31,-6,,30.33,,19,10,,,,00,0,-3,29,0.00,America/Chicago,,12,0.00,,11,1025,43,0,16,16,30.19,0.00,,0,,12,,"12:00 PM CDT on April 11, 2012",-9,0,27,46,0,0,26
0,,,2012,,4,11,,04,1019,30.15,0,,0.00,0,,,2,10,,,0,,6,0,23,,16,10,,18,,36,1022,86,"{'tzname': 'America/Chicago', 'mday': '12', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 12, 2012'}",62,-5,,30.19,,24,10,,,,00,0,-6,29,0.00,America/Chicago,,12,0.00,,12,1021,34,0,16,16,30.09,0.00,,0,,15,,"12:00 PM CDT on April 12, 2012",-8,0,32,51,0,0,21
0,,,2012,,7,11,,04,1006,29.94,3,,0.00,0,,,4,7,,,0,,11,0,29,,16,10,,21,,40,1019,87,"{'tzname': 'America/Chicago', 'mday': '13', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 13, 2012'}",55,-2,,30.10,,27,10,,,,00,0,-2,26,1.02,America/Chicago,,12,0.04,,13,1014,44,0,11,16,29.71,0.00,,1,,17,,"12:00 PM CDT on April 13, 2012",-6,0,37,51,0,0,28
0,,,2012,,8,22,,04,1003,29.66,7,,0.00,0,,,13,0,,,6,,13,0,39,,16,10,,34,,56,1006,87,"{'tzname': 'America/Chicago', 'mday': '14', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 14, 2012'}",242,4,,29.71,,42,8,,,,00,0,6,8,0.76,America/Chicago,,12,0.03,,14,1004,28,0,0,13,29.63,0.00,,1,,26,,"12:00 PM CDT on April 14, 2012",1,0,45,71,0,0,42
0,,,2012,,10,10,,04,993,29.57,4,,0.00,0,,,7,2,,,0,,16,1,38,,16,10,,36,,44,1006,87,"{'tzname': 'America/Chicago', 'mday': '15', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 15, 2012'}",46,3,,29.70,,39,8,,,,00,0,4,20,39.62,America/Chicago,,12,1.56,,15,1001,62,0,4,13,29.33,0.00,,1,,24,,"12:00 PM CDT on April 15, 2012",2,0,39,50,0,0,39
0,,,2012,,10,4,,04,993,29.76,1,,0.00,0,,,-1,1,,,0,,16,0,20,,16,10,,16,,30,1022,87,"{'tzname': 'America/Chicago', 'mday': '16', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 16, 2012'}",352,-7,,30.17,,26,8,,,,00,0,-6,35,11.43,America/Chicago,,12,0.45,,16,1008,64,0,2,14,29.33,0.00,,1,,16,,"12:00 PM CDT on April 16, 2012",-9,0,34,39,1,0,21
0,,,2012,,3,6,,04,1019,30.20,-2,,0.00,0,,,-1,10,,,0,,5,0,22,,16,10,,12,,30,1025,86,"{'tzname': 'America/Chicago', 'mday': '17', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 17, 2012'}",96,-6,,30.28,,19,10,,,,00,0,-8,36,0.00,America/Chicago,,12,0.00,,17,1023,53,0,16,16,30.09,0.00,,0,,12,,"12:00 PM CDT on April 17, 2012",-11,0,28,42,0,0,17
0,,,2012,,7,8,,04,1005,29.87,4,,0.00,0,,,4,2,,,0,,11,0,32,,16,10,,27,,39,1019,87,"{'tzname': 'America/Chicago', 'mday': '18', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 18, 2012'}",342,0,,30.08,,24,9,,,,00,0,0,26,9.40,America/Chicago,,12,0.37,,18,1011,61,0,3,14,29.69,0.00,,1,,15,,"12:00 PM CDT on April 18, 2012",-3,0,39,46,0,0,32
0,,,2012,,4,6,,04,1016,30.04,-2,,0.00,0,,,2,10,,,0,,6,0,25,,16,10,,21,,35,1019,86,"{'tzname': 'America/Chicago', 'mday': '19', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 19, 2012'}",56,-4,,30.09,,24,10,,,,00,0,-2,30,0.00,America/Chicago,,12,0.00,,19,1017,49,0,16,16,30.01,0.00,,0,,15,,"12:00 PM CDT on April 19, 2012",-6,0,28,42,0,0,28
0,,,2012,,5,9,,04,1016,30.04,-3,,0.00,0,,,2,10,,,0,,8,0,20,,16,10,,14,,36,1018,75,"{'tzname': 'America/Chicago', 'mday': '20', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 20, 2012'}",56,-7,,30.07,,23,10,,,,00,0,-4,29,0.00,America/Chicago,,12,0.00,,20,1017,29,0,16,16,30.01,0.00,,0,,14,,"12:00 PM CDT on April 20, 2012",-10,0,27,48,0,0,24
0,,,2012,,9,4,,04,1015,30.02,-2,,0.00,4,,,1,7,,,0,,14,0,25,,16,10,,19,,34,1019,86,"{'tzname': 'America/Chicago', 'mday': '21', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 21, 2012'}",60,-4,,30.08,,34,10,,,,00,0,-1,30,0.00,America/Chicago,,12,0.00,,21,1016,52,6,11,16,29.99,0.00,,0,,21,,"12:00 PM CDT on April 21, 2012",-7,0,28,39,1,0,30
0,,,2012,,6,8,,04,1019,30.18,1,,0.00,0,,,4,10,,,0,,10,0,24,,16,10,,10,,40,1024,81,"{'tzname': 'America/Chicago', 'mday': '22', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 22, 2012'}",65,-4,,30.24,,19,10,,,,00,0,1,26,0.00,America/Chicago,,12,0.00,,22,1022,35,0,16,16,30.09,0.00,,0,,12,,"12:00 PM CDT on April 22, 2012",-12,0,34,46,0,0,33
0,,,2012,,3,12,,04,1011,30.04,1,,0.00,0,,,6,10,,,0,,5,0,29,,16,10,,27,,42,1022,87,"{'tzname': 'America/Chicago', 'mday': '23', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 23, 2012'}",80,-2,,30.18,,16,10,,,,00,0,-1,24,0.00,America/Chicago,,12,0.00,,23,1017,35,0,16,16,29.85,0.00,,0,,10,,"12:00 PM CDT on April 23, 2012",-3,0,34,53,0,0,30
0,,,2012,,4,16,,04,1005,29.73,0,,0.00,0,,,8,10,,,0,,6,0,29,,16,10,,27,,46,1010,75,"{'tzname': 'America/Chicago', 'mday': '24', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 24, 2012'}",55,-2,,29.84,,21,10,,,,00,0,1,18,0.00,America/Chicago,,12,0.00,,24,1007,31,0,16,16,29.67,0.00,,1,,13,,"12:00 PM CDT on April 24, 2012",-3,0,32,60,0,0,33
0,,,2012,,5,9,,04,1004,29.70,3,,0.00,0,,,6,10,,,0,,8,0,33,,16,10,,30,,42,1009,87,"{'tzname': 'America/Chicago', 'mday': '25', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 25, 2012'}",58,1,,29.81,,16,10,,,,00,0,3,22,2.29,America/Chicago,,12,0.09,,25,1006,53,0,16,16,29.65,0.00,,1,,10,,"12:00 PM CDT on April 25, 2012",-1,0,37,48,0,0,37
0,,,2012,,7,9,,04,1009,30.07,2,,0.00,0,,,4,10,,,0,,11,0,25,,16,10,,18,,40,1022,81,"{'tzname': 'America/Chicago', 'mday': '26', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 26, 2012'}",345,-4,,30.18,,21,10,,,,00,0,0,25,0.00,America/Chicago,,12,0.00,,26,1018,40,0,16,16,29.81,0.00,,0,,13,,"12:00 PM CDT on April 26, 2012",-8,0,36,48,0,0,32
0,,,2012,,8,8,,04,1022,30.21,-6,,0.00,0,,,3,10,,,0,,13,0,17,,16,10,,14,,37,1025,56,"{'tzname': 'America/Chicago', 'mday': '27', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 27, 2012'}",53,-8,,30.27,,26,10,,,,00,0,-2,28,0.00,America/Chicago,,12,0.00,,27,1023,31,0,16,16,30.17,0.00,,0,,16,,"12:00 PM CDT on April 27, 2012",-10,0,21,46,0,0,28
0,,,2012,,13,8,,04,1021,30.20,-4,,0.00,5,,,4,10,,,0,,21,0,21,,16,10,,18,,40,1024,65,"{'tzname': 'America/Chicago', 'mday': '28', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 28, 2012'}",58,-6,,30.25,,34,10,,,,00,0,1,26,0.00,America/Chicago,,12,0.00,,28,1023,37,8,16,16,30.15,0.00,,0,,21,,"12:00 PM CDT on April 28, 2012",-8,0,25,46,0,0,33
0,,,2012,,5,13,,04,1017,30.19,2,,0.00,0,,,4,10,,,0,,8,0,25,,16,10,,16,,40,1025,74,"{'tzname': 'America/Chicago', 'mday': '29', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 29, 2012'}",55,-4,,30.27,,24,10,,,,00,0,-3,24,0.00,America/Chicago,,12,0.00,,29,1022,37,0,16,16,30.03,0.00,,0,,15,,"12:00 PM CDT on April 29, 2012",-9,0,36,55,0,0,26
0,,,2012,,3,14,,04,1009,29.89,6,,0.00,0,,,8,10,,,0,,5,0,36,,16,10,,27,,47,1016,87,"{'tzname': 'America/Chicago', 'mday': '30', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on April 30, 2012'}",103,2,,30.02,,16,10,,,,00,0,2,18,0.00,America/Chicago,,12,0.00,,30,1012,57,0,16,16,29.79,0.00,,0,,10,,"12:00 PM CDT on April 30, 2012",-3,0,43,57,0,0,35
6,,,2012,,5,29,,08,1006,29.80,21,,0.00,0,,,21,7,,,20,,8,1,61,,16,10,,52,,70,1013,88,"{'tzname': 'America/Chicago', 'mday': '01', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 01, 2012'}",249,16,,29.91,,29,10,,,,00,0,14,0,0.00,America/Chicago,,12,0.00,,01,1009,51,0,11,16,29.72,0.00,,0,,18,,"12:00 PM CDT on August 01, 2012",11,0,70,84,0,0,57
7,,,2012,,6,27,,08,1008,29.82,17,,0.00,0,,,22,10,,,22,,10,0,59,,16,10,,55,,72,1013,88,"{'tzname': 'America/Chicago', 'mday': '02', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 02, 2012'}",312,15,,29.92,,14,10,,,,00,0,18,0,0.00,America/Chicago,,12,0.00,,02,1010,42,0,16,16,29.76,0.00,,0,,9,,"12:00 PM CDT on August 02, 2012",13,0,63,80,0,0,64
0,,,2012,,8,22,,08,1009,29.91,17,,0.00,0,,,19,10,,,16,,13,0,60,,16,10,,55,,66,1014,88,"{'tzname': 'America/Chicago', 'mday': '03', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 03, 2012'}",61,16,,29.96,,26,10,,,,00,0,16,0,0.00,America/Chicago,,12,0.00,,03,1013,69,0,16,16,29.81,0.00,,0,,16,,"12:00 PM CDT on August 03, 2012",13,0,63,71,0,0,60
1,,,2012,,7,23,,08,1005,29.76,17,,0.00,0,,,19,2,,,16,,11,1,57,,16,10,,52,,66,1010,88,"{'tzname': 'America/Chicago', 'mday': '04', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 04, 2012'}",243,14,,29.83,,29,9,,,,00,0,15,0,18.54,America/Chicago,,12,0.73,,04,1008,53,0,3,15,29.67,0.00,,1,,18,,"12:00 PM CDT on August 04, 2012",11,0,63,73,0,0,59
0,,,2012,,7,22,,08,1011,30.02,12,,0.00,0,,,16,5,,,10,,11,0,49,,16,10,,45,,60,1019,88,"{'tzname': 'America/Chicago', 'mday': '05', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 05, 2012'}",271,9,,30.08,,24,10,,,,00,0,9,6,0.00,America/Chicago,,12,0.00,,05,1016,41,0,8,16,29.85,0.00,,0,,15,,"12:00 PM CDT on August 05, 2012",7,0,54,71,0,0,48
2,,,2012,,6,29,,08,1011,29.95,18,,0.00,0,,,19,5,,,17,,10,1,57,,16,10,,46,,67,1017,88,"{'tzname': 'America/Chicago', 'mday': '06', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 06, 2012'}",245,14,,30.05,,27,10,,,,00,0,10,0,13.72,America/Chicago,,12,0.54,,06,1014,42,0,8,16,29.85,0.00,,1,,17,,"12:00 PM CDT on August 06, 2012",8,0,64,84,0,0,50
1,,,2012,,4,25,,08,1013,29.97,15,,0.00,0,,,19,10,,,16,,6,0,54,,16,10,,50,,66,1016,88,"{'tzname': 'America/Chicago', 'mday': '07', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 07, 2012'}",313,12,,30.01,,13,10,,,,00,0,13,0,0.25,America/Chicago,,12,0.01,,07,1015,44,0,16,16,29.91,0.00,,0,,8,,"12:00 PM CDT on August 07, 2012",10,0,59,77,0,0,55
0,,,2012,,2,21,,08,1015,30.02,16,,0.00,0,,,16,7,,,11,,3,0,55,,16,10,,48,,61,1017,88,"{'tzname': 'America/Chicago', 'mday': '08', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 08, 2012'}",100,13,,30.05,,14,10,,,,00,0,12,4,0.00,America/Chicago,,12,0.00,,08,1016,64,0,11,16,29.98,0.00,,0,,9,,"12:00 PM CDT on August 08, 2012",9,0,61,69,0,0,53
0,,,2012,,5,19,,08,1014,30.05,14,,0.00,0,,,16,0,,,10,,8,1,52,,16,10,,46,,60,1022,88,"{'tzname': 'America/Chicago', 'mday': '09', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 09, 2012'}",32,11,,30.17,,32,9,,,,00,0,12,6,1.27,America/Chicago,,12,0.05,,09,1017,63,0,1,15,29.96,0.00,,1,,20,,"12:00 PM CDT on August 09, 2012",8,0,57,66,0,0,53
0,,,2012,,6,21,,08,1019,30.15,12,,0.00,0,,,14,10,,,8,,10,0,49,,16,10,,43,,58,1022,88,"{'tzname': 'America/Chicago', 'mday': '10', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 10, 2012'}",45,9,,30.19,,16,10,,,,00,0,9,6,0.00,America/Chicago,,12,0.00,,10,1021,53,0,16,16,30.09,0.00,,0,,10,,"12:00 PM CDT on August 10, 2012",6,0,54,69,0,0,48
0,,,2012,,3,23,,08,1016,30.05,13,,0.00,0,,,16,10,,,10,,5,0,49,,16,10,,41,,60,1019,88,"{'tzname': 'America/Chicago', 'mday': '11', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 11, 2012'}",246,9,,30.10,,14,10,,,,00,0,8,6,0.00,America/Chicago,,12,0.00,,11,1017,40,0,16,16,30.00,0.00,,0,,9,,"12:00 PM CDT on August 11, 2012",5,0,55,73,0,0,46
0,,,2012,,1,24,,08,1013,29.96,15,,0.00,0,,,17,10,,,12,,2,0,53,,16,10,,45,,62,1016,87,"{'tzname': 'America/Chicago', 'mday': '12', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 12, 2012'}",267,12,,30.01,,11,10,,,,00,0,10,2,0.00,America/Chicago,,12,0.00,,12,1014,50,0,16,16,29.92,0.00,,0,,7,,"12:00 PM CDT on August 12, 2012",7,0,59,75,0,0,50
0,,,2012,,4,24,,08,1013,29.95,15,,0.00,0,,,18,7,,,15,,6,0,53,,16,10,,48,,65,1015,88,"{'tzname': 'America/Chicago', 'mday': '13', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 13, 2012'}",307,12,,29.97,,14,10,,,,00,0,13,0,0.76,America/Chicago,,12,0.03,,13,1014,44,0,11,16,29.93,0.00,,1,,9,,"12:00 PM CDT on August 13, 2012",9,0,59,75,0,0,55
0,,,2012,,3,23,,08,1012,29.92,13,,0.00,0,,,16,10,,,10,,5,0,51,,16,10,,45,,60,1014,88,"{'tzname': 'America/Chicago', 'mday': '14', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 14, 2012'}",247,11,,29.96,,13,10,,,,00,0,9,4,0.00,America/Chicago,,12,0.00,,14,1013,49,0,16,16,29.88,0.00,,0,,8,,"12:00 PM CDT on August 14, 2012",7,0,55,73,0,0,48
0,,,2012,,2,24,,08,1005,29.79,16,,0.00,0,,,16,5,,,10,,3,1,54,,16,10,,43,,60,1012,88,"{'tzname': 'America/Chicago', 'mday': '15', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 15, 2012'}",98,12,,29.89,,19,10,,,,00,0,8,4,5.08,America/Chicago,,12,0.20,,15,1009,53,0,8,15,29.67,0.00,,1,,12,,"12:00 PM CDT on August 15, 2012",6,0,61,75,0,0,46
0,,,2012,,9,19,,08,1005,29.75,16,,0.00,2,,,16,4,,,10,,14,1,53,,16,10,,46,,60,1012,88,"{'tzname': 'America/Chicago', 'mday': '16', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 16, 2012'}",279,12,,29.89,,27,10,,,,00,0,13,4,0.00,America/Chicago,,12,0.00,,16,1007,60,3,6,16,29.67,0.00,,0,,17,,"12:00 PM CDT on August 16, 2012",8,0,61,66,0,0,55
0,,,2012,,3,21,,08,1014,30.00,9,,0.00,1,,,12,7,,,4,,5,0,43,,16,10,,34,,54,1017,87,"{'tzname': 'America/Chicago', 'mday': '17', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 17, 2012'}",274,6,,30.04,,14,10,,,,00,0,4,11,0.00,America/Chicago,,12,0.00,,17,1016,43,2,11,16,29.95,0.00,,0,,9,,"12:00 PM CDT on August 17, 2012",1,0,48,69,0,0,39
0,,,2012,,5,22,,08,1012,29.94,13,,0.00,0,,,16,5,,,11,,8,0,50,,16,10,,45,,61,1015,88,"{'tzname': 'America/Chicago', 'mday': '18', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 18, 2012'}",298,10,,29.98,,26,10,,,,00,0,11,4,0.00,America/Chicago,,12,0.00,,18,1014,50,0,8,16,29.90,0.00,,0,,16,,"12:00 PM CDT on August 18, 2012",7,0,55,71,0,0,51
0,,,2012,,4,21,,08,1014,29.99,11,,0.00,0,,,13,10,,,6,,6,0,42,,16,10,,37,,56,1017,88,"{'tzname': 'America/Chicago', 'mday': '19', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 19, 2012'}",321,6,,30.03,,11,10,,,,00,0,7,8,0.00,America/Chicago,,12,0.00,,19,1015,31,0,16,16,29.96,0.00,,0,,7,,"12:00 PM CDT on August 19, 2012",3,0,52,69,0,0,44
0,,,2012,,4,23,,08,1013,29.97,12,,0.00,0,,,17,10,,,12,,6,0,47,,16,10,,41,,62,1015,82,"{'tzname': 'America/Chicago', 'mday': '20', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM CDT on August 20, 2012'}",296,8,,29.99,,14,10,,,,00,0,11,3,0.00,America/Chicago,,12,0.00,,20,1015,41,0,16,16,29.93,0.00,,0,,9,,"12:00 PM CDT on August 20, 2012",5,0,54,73,0,0,51
