coolingdegreedays,monthtodateheatingdegreedays,since1jancoolingdegreedays,year,snowdepthi,meanwindspdi,maxtempm,since1julsnowfallm,mon,minpressurem,meanpressurei,maxdewptm,since1sepcoolingdegreedays,snowfalli,minwspdi,heatingdegreedaysnormal,since1sepcoolingdegreedaysnormal,meantempm,minvisi,since1jancoolingdegreedaysnormal,precipsource,gdegreedays,since1julheatingdegreedays,meanwindspdm,thunder,meandewpti,since1sepheatingdegreedays,maxvism,maxvisi,monthtodatecoolingdegreedays,mindewpti,since1julheatingdegreedaysnormal,meantempi,maxpressurem,maxhumidity,date,meanwdird,meandewptm,coolingdegreedaysnormal,maxpressurei,monthtodateheatingdegreedaysnormal,maxwspdm,meanvisi,meanwdire,humidity,monthtodatesnowfalli,min,hail,mintempm,heatingdegreedays,precipm,tzname,since1julsnowfalli,hour,precipi,since1sepheatingdegreedaysnormal,mday,meanpressurem,minhumidity,minwspdm,minvism,meanvism,minpressurei,snowfallm,monthtodatesnowfallm,rain,snowdepthm,maxwspdi,monthtodatecoolingdegreedaysnormal,pretty,mindewptm,fog,maxdewpti,maxtempi,snow,tornado,mintempi
10,,,2012,,5,31,,04,1014,30.02,18,,0.00,0,,,24,8,,,25,,8,0,55,,16,10,,44,,75,1019,90,"{'tzname': 'America/New_York', 'mday': '11', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 11, 2012'}",298,13,,30.08,,23,10,,,,00,0,18,0,0.00,America/New_York,,12,0.00,,11,1016,23,0,13,16,29.95,0.00,,0,,14,,"12:00 PM EDT on April 11, 2012",7,0,64,87,0,0,64
9,,,2012,,7,29,,04,1016,30.07,16,,0.00,0,,,23,10,,,24,,11,0,56,,16,10,,47,,74,1020,76,"{'tzname': 'America/New_York', 'mday': '12', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 12, 2012'}",32,13,,30.11,,26,10,,,,00,0,18,0,0.00,America/New_York,,12,0.00,,12,1018,29,0,16,16,30.00,0.00,,0,,16,,"12:00 PM EDT on April 12, 2012",8,0,61,84,0,0,64
10,,,2012,,7,30,,04,1018,30.12,17,,0.00,4,,,24,10,,,25,,11,0,58,,16,10,,50,,75,1022,84,"{'tzname': 'America/New_York', 'mday': '13', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 13, 2012'}",69,14,,30.19,,27,10,,,,00,0,18,0,0.00,America/New_York,,12,0.00,,13,1020,31,6,16,16,30.07,0.00,,0,,17,,"12:00 PM EDT on April 13, 2012",10,0,63,86,0,0,64
8,,,2012,,9,26,,04,1021,30.22,17,,0.00,5,,,22,10,,,22,,14,0,60,,16,10,,58,,72,1025,88,"{'tzname': 'America/New_York', 'mday': '14', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 14, 2012'}",109,16,,30.27,,29,10,,,,00,0,19,0,0.00,America/New_York,,12,0.00,,14,1023,50,8,16,16,30.15,0.00,,0,,18,,"12:00 PM EDT on April 14, 2012",14,0,63,79,0,0,66
8,,,2012,,8,29,,04,1022,30.23,15,,0.00,4,,,23,10,,,23,,13,0,57,,16,10,,53,,73,1025,86,"{'tzname': 'America/New_York', 'mday': '15', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 15, 2012'}",117,14,,30.27,,26,10,,,,00,0,17,0,0.00,America/New_York,,12,0.00,,15,1024,39,6,16,16,30.19,0.00,,0,,16,,"12:00 PM EDT on April 15, 2012",12,0,59,84,0,0,62
8,,,2012,,7,29,,04,1021,30.21,16,,0.00,0,,,22,10,,,22,,11,0,58,,16,10,,52,,72,1024,90,"{'tzname': 'America/New_York', 'mday': '16', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 16, 2012'}",125,14,,30.25,,27,10,,,,00,0,16,0,0.00,America/New_York,,12,0.00,,16,1023,34,0,16,16,30.16,0.00,,0,,17,,"12:00 PM EDT on April 16, 2012",11,0,61,84,0,0,61
8,,,2012,,5,30,,04,1019,30.15,16,,0.00,0,,,23,10,,,23,,8,0,58,,16,10,,53,,73,1023,90,"{'tzname': 'America/New_York', 'mday': '17', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 17, 2012'}",145,14,,30.22,,23,10,,,,00,0,17,0,0.00,America/New_York,,12,0.00,,17,1021,37,0,16,16,30.09,0.00,,0,,14,,"12:00 PM EDT on April 17, 2012",12,0,61,86,0,0,62
10,,,2012,,7,31,,04,1015,30.05,18,,0.00,4,,,24,10,,,25,,11,0,60,,16,10,,54,,75,1020,87,"{'tzname': 'America/New_York', 'mday': '18', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 18, 2012'}",157,16,,30.13,,23,10,,,,00,0,18,0,0.00,America/New_York,,12,0.00,,18,1017,35,6,16,16,29.98,0.00,,0,,14,,"12:00 PM EDT on April 18, 2012",12,0,65,87,0,0,64
12,,,2012,,7,29,,04,1013,29.96,20,,0.00,0,,,24,10,,,26,,11,0,65,,16,10,,62,,76,1016,90,"{'tzname': 'America/New_York', 'mday': '19', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 19, 2012'}",182,18,,30.01,,23,10,,,,00,0,21,0,0.00,America/New_York,,12,0.00,,19,1014,47,0,16,16,29.91,0.00,,1,,14,,"12:00 PM EDT on April 19, 2012",17,0,68,84,0,0,69
11,,,2012,,6,30,,04,1010,29.90,21,,0.00,0,,,24,3,,,26,,10,1,66,,16,10,,62,,76,1014,93,"{'tzname': 'America/New_York', 'mday': '20', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 20, 2012'}",187,19,,29.95,,23,10,,,,00,0,20,0,3.30,America/New_York,,12,0.13,,20,1012,48,0,5,15,29.84,0.00,,1,,14,,"12:00 PM EDT on April 20, 2012",17,0,69,86,0,0,68
8,,,2012,,7,28,,04,1004,29.77,19,,0.00,0,,,23,2,,,24,,11,0,65,,16,10,,63,,74,1012,94,"{'tzname': 'America/New_York', 'mday': '21', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 21, 2012'}",153,18,,29.90,,32,9,,,,00,0,19,0,1.52,America/New_York,,12,0.06,,21,1008,54,0,3,15,29.65,0.00,,1,,20,,"12:00 PM EDT on April 21, 2012",17,0,67,82,0,0,66
6,,,2012,,12,28,,04,1000,29.59,18,,0.00,5,,,22,1,,,22,,19,1,61,,16,10,,53,,72,1007,97,"{'tzname': 'America/New_York', 'mday': '22', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 22, 2012'}",259,16,,29.75,,48,9,,,,00,0,17,0,16.00,America/New_York,,12,0.63,,22,1002,48,8,2,14,29.54,0.00,,1,,30,,"12:00 PM EDT on April 22, 2012",12,0,64,82,0,0,63
1,,,2012,,13,24,,04,1008,29.82,8,,0.00,4,,,19,10,,,16,,21,0,40,,16,10,,33,,66,1013,53,"{'tzname': 'America/New_York', 'mday': '23', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 23, 2012'}",292,4,,29.93,,40,10,,,,00,0,15,0,0.00,America/New_York,,12,0.00,,23,1010,23,6,16,16,29.76,0.00,,0,,25,,"12:00 PM EDT on April 23, 2012",1,0,47,75,0,0,59
0,,,2012,,8,23,,04,1014,30.00,6,,0.00,4,,,17,10,,,13,,13,0,32,,16,10,,23,,63,1018,51,"{'tzname': 'America/New_York', 'mday': '24', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 24, 2012'}",305,0,,30.07,,24,10,,,,00,0,12,2,0.00,America/New_York,,12,0.00,,24,1016,17,6,16,16,29.94,0.00,,0,,15,,"12:00 PM EDT on April 24, 2012",-5,0,42,73,0,0,54
2,,,2012,,4,28,,04,1018,30.10,12,,0.00,0,,,19,10,,,17,,6,0,45,,16,10,,39,,67,1021,80,"{'tzname': 'America/New_York', 'mday': '25', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 25, 2012'}",202,7,,30.15,,16,10,,,,00,0,12,0,0.00,America/New_York,,12,0.00,,25,1019,24,0,16,16,30.06,0.00,,0,,10,,"12:00 PM EDT on April 25, 2012",4,0,53,82,0,0,53
8,,,2012,,3,31,,04,1018,30.12,16,,0.00,0,,,23,10,,,23,,5,0,55,,16,10,,51,,73,1022,86,"{'tzname': 'America/New_York', 'mday': '26', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 26, 2012'}",206,13,,30.18,,14,10,,,,00,0,16,0,0.00,America/New_York,,12,0.00,,26,1020,30,0,16,16,30.06,0.00,,0,,9,,"12:00 PM EDT on April 26, 2012",11,0,60,87,0,0,60
10,,,2012,,4,32,,04,1017,30.11,17,,0.00,0,,,24,10,,,26,,6,0,58,,16,10,,45,,76,1021,90,"{'tzname': 'America/New_York', 'mday': '27', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 27, 2012'}",173,14,,30.16,,26,10,,,,00,0,17,0,0.00,America/New_York,,12,0.00,,27,1020,22,0,16,16,30.05,0.00,,0,,16,,"12:00 PM EDT on April 27, 2012",7,0,63,90,0,0,63
12,,,2012,,5,32,,04,1017,30.10,21,,0.00,0,,,26,10,,,28,,8,0,64,,16,10,,57,,78,1021,90,"{'tzname': 'America/New_York', 'mday': '28', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 28, 2012'}",130,18,,30.14,,24,10,,,,00,0,19,0,0.00,America/New_York,,12,0.00,,28,1019,37,0,16,16,30.05,0.00,,0,,15,,"12:00 PM EDT on April 28, 2012",14,0,70,90,0,0,66
13,,,2012,,7,31,,04,1018,30.11,21,,0.00,0,,,26,8,,,28,,11,0,67,,16,10,,61,,78,1021,97,"{'tzname': 'America/New_York', 'mday': '29', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 29, 2012'}",78,19,,30.14,,26,10,,,,00,0,21,0,0.00,America/New_York,,12,0.00,,29,1020,44,0,13,16,30.07,0.00,,1,,16,,"12:00 PM EDT on April 29, 2012",16,0,70,88,0,0,70
14,,,2012,,7,31,,04,1019,30.11,21,,0.00,0,,,26,10,,,28,,11,0,66,,16,10,,59,,78,1021,97,"{'tzname': 'America/New_York', 'mday': '30', 'hour': '12', 'mon': '04', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on April 30, 2012'}",75,19,,30.15,,34,10,,,,00,0,21,0,0.00,America/New_York,,12,0.00,,30,1020,39,0,16,16,30.08,0.00,,0,,21,,"12:00 PM EDT on April 30, 2012",15,0,69,88,0,0,69
16,,,2012,,6,31,,08,1014,30.00,24,,0.00,0,,,27,0,,,30,,10,1,73,,16,10,,70,,80,1017,94,"{'tzname': 'America/New_York', 'mday': '01', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 01, 2012'}",235,23,,30.03,,27,9,,,,00,0,24,0,0.00,America/New_York,,12,0.00,,01,1016,62,0,1,15,29.95,0.00,,1,,17,,"12:00 PM EDT on August 01, 2012",21,1,76,87,0,0,75
20,,,2012,,6,34,,08,1013,29.99,24,,0.00,4,,,29,10,,,34,,10,0,73,,16,10,,68,,84,1017,90,"{'tzname': 'America/New_York', 'mday': '02', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 02, 2012'}",225,23,,30.03,,16,10,,,,00,0,26,0,0.00,America/New_York,,12,0.00,,02,1015,45,6,16,16,29.93,0.00,,0,,10,,"12:00 PM EDT on August 02, 2012",20,0,75,93,0,0,78
19,,,2012,,5,33,,08,1014,30.02,23,,0.00,0,,,29,6,,,34,,8,1,71,,16,10,,68,,84,1018,87,"{'tzname': 'America/New_York', 'mday': '03', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 03, 2012'}",146,22,,30.06,,47,10,,,,00,0,25,0,2.29,America/New_York,,12,0.09,,03,1016,50,0,10,16,29.96,0.00,,1,,29,,"12:00 PM EDT on August 03, 2012",20,0,74,91,0,0,77
17,,,2012,,4,32,,08,1016,30.04,24,,0.00,0,,,28,1,,,32,,6,0,73,,16,10,,71,,82,1019,96,"{'tzname': 'America/New_York', 'mday': '04', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 04, 2012'}",42,23,,30.08,,26,9,,,,00,0,24,0,0.25,America/New_York,,12,0.01,,04,1017,59,0,1,14,30.00,0.00,,0,,16,,"12:00 PM EDT on August 04, 2012",22,0,75,89,0,0,75
16,,,2012,,8,31,,08,1017,30.09,24,,0.00,5,,,28,10,,,32,,13,1,74,,16,10,,68,,82,1020,94,"{'tzname': 'America/New_York', 'mday': '05', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 05, 2012'}",125,23,,30.13,,23,10,,,,00,0,24,0,0.00,America/New_York,,12,0.00,,05,1019,61,8,16,16,30.04,0.00,,1,,14,,"12:00 PM EDT on August 05, 2012",20,0,76,88,0,0,75
18,,,2012,,6,33,,08,1016,30.06,26,,0.00,0,,,28,0,,,33,,10,0,75,,16,10,,71,,83,1020,100,"{'tzname': 'America/New_York', 'mday': '06', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 06, 2012'}",136,24,,30.12,,47,8,,,,00,0,24,0,17.27,America/New_York,,12,0.68,,06,1018,52,0,1,14,30.01,0.00,,1,,29,,"12:00 PM EDT on August 06, 2012",22,1,79,91,0,0,75
17,,,2012,,5,33,,08,1015,30.03,24,,0.00,0,,,28,2,,,32,,8,1,73,,16,10,,70,,82,1018,97,"{'tzname': 'America/New_York', 'mday': '07', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 07, 2012'}",145,23,,30.06,,34,9,,,,00,0,23,0,7.11,America/New_York,,12,0.28,,07,1017,52,0,2,15,29.98,0.00,,1,,21,,"12:00 PM EDT on August 07, 2012",21,0,75,91,0,0,73
17,,,2012,,6,33,,08,1015,30.04,24,,0.00,0,,,28,2,,,32,,10,0,73,,16,10,,68,,82,1019,97,"{'tzname': 'America/New_York', 'mday': '08', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 08, 2012'}",184,23,,30.08,,47,9,,,,00,0,23,0,0.51,America/New_York,,12,0.02,,08,1017,45,0,2,15,29.99,0.00,,1,,29,,"12:00 PM EDT on August 08, 2012",20,0,76,91,0,0,73
18,,,2012,,4,34,,08,1013,30.00,24,,0.00,0,,,28,8,,,33,,6,1,72,,16,10,,66,,83,1018,93,"{'tzname': 'America/New_York', 'mday': '09', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 09, 2012'}",190,22,,30.06,,23,10,,,,00,0,23,0,3.56,America/New_York,,12,0.14,,09,1016,41,0,13,16,29.92,0.00,,1,,14,,"12:00 PM EDT on August 09, 2012",19,0,76,93,0,0,73
20,,,2012,,5,34,,08,1014,29.98,24,,0.00,0,,,29,10,,,35,,8,0,73,,16,10,,69,,85,1016,94,"{'tzname': 'America/New_York', 'mday': '10', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 10, 2012'}",169,23,,30.01,,37,10,,,,00,0,25,0,0.51,America/New_York,,12,0.02,,10,1015,45,0,16,16,29.94,0.00,,0,,23,,"12:00 PM EDT on August 10, 2012",21,0,76,93,0,0,77
18,,,2012,,5,33,,08,1013,29.98,23,,0.00,0,,,28,6,,,32,,8,1,73,,16,10,,68,,82,1017,94,"{'tzname': 'America/New_York', 'mday': '11', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 11, 2012'}",191,23,,30.03,,26,10,,,,00,0,24,0,1.52,America/New_York,,12,0.06,,11,1015,50,0,10,16,29.93,0.00,,1,,16,,"12:00 PM EDT on August 11, 2012",20,0,74,91,0,0,75
18,,,2012,,6,33,,08,1015,30.04,24,,0.00,0,,,28,10,,,32,,10,0,73,,16,10,,69,,82,1018,91,"{'tzname': 'America/New_York', 'mday': '12', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 12, 2012'}",217,23,,30.07,,29,10,,,,00,0,24,0,0.00,America/New_York,,12,0.00,,12,1017,50,0,16,16,29.99,0.00,,0,,18,,"12:00 PM EDT on August 12, 2012",21,0,75,91,0,0,75
18,,,2012,,5,34,,08,1016,30.06,25,,0.00,0,,,28,8,,,33,,8,1,74,,16,10,,70,,83,1019,91,"{'tzname': 'America/New_York', 'mday': '13', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 13, 2012'}",208,23,,30.10,,24,10,,,,00,0,24,0,1.78,America/New_York,,12,0.07,,13,1018,48,0,13,16,30.02,0.00,,1,,15,,"12:00 PM EDT on August 13, 2012",21,0,77,93,0,0,75
19,,,2012,,7,36,,08,1015,30.03,24,,0.00,0,,,29,2,,,34,,11,1,72,,16,10,,69,,84,1018,91,"{'tzname': 'America/New_York', 'mday': '14', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 14, 2012'}",222,22,,30.06,,40,9,,,,00,0,24,0,4.32,America/New_York,,12,0.17,,14,1017,45,0,4,15,29.99,0.00,,1,,25,,"12:00 PM EDT on August 14, 2012",21,0,75,96,0,0,75
18,,,2012,,5,34,,08,1015,30.03,24,,0.00,0,,,28,10,,,33,,8,1,72,,16,10,,70,,83,1018,94,"{'tzname': 'America/New_York', 'mday': '15', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 15, 2012'}",176,22,,30.07,,26,10,,,,00,0,23,0,0.25,America/New_York,,12,0.01,,15,1017,47,0,16,16,29.97,0.00,,0,,16,,"12:00 PM EDT on August 15, 2012",21,0,75,93,0,0,73
19,,,2012,,2,35,,08,1016,30.05,24,,0.00,0,,,29,10,,,34,,3,0,72,,16,10,,68,,84,1019,94,"{'tzname': 'America/New_York', 'mday': '16', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 16, 2012'}",213,22,,30.10,,13,10,,,,00,0,24,0,0.00,America/New_York,,12,0.00,,16,1017,44,0,16,16,30.00,0.00,,0,,8,,"12:00 PM EDT on August 16, 2012",20,0,75,95,0,0,75
19,,,2012,,6,33,,08,1015,30.01,24,,0.00,0,,,29,2,,,34,,10,1,73,,16,10,,66,,84,1018,90,"{'tzname': 'America/New_York', 'mday': '17', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 17, 2012'}",207,23,,30.06,,42,9,,,,00,0,25,0,1.52,America/New_York,,12,0.06,,17,1016,53,0,3,14,29.97,0.00,,1,,26,,"12:00 PM EDT on August 17, 2012",19,0,76,91,0,0,77
14,,,2012,,9,31,,08,1013,29.97,25,,0.00,4,,,27,10,,,30,,14,1,73,,16,10,,70,,80,1016,94,"{'tzname': 'America/New_York', 'mday': '18', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 18, 2012'}",221,23,,30.01,,39,10,,,,00,0,24,0,0.51,America/New_York,,12,0.02,,18,1015,65,6,16,16,29.91,0.00,,1,,24,,"12:00 PM EDT on August 18, 2012",21,0,77,87,0,0,75
19,,,2012,,8,34,,08,1013,29.97,24,,0.00,0,,,29,3,,,34,,13,1,74,,16,10,,72,,84,1016,94,"{'tzname': 'America/New_York', 'mday': '19', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 19, 2012'}",224,23,,30.01,,39,10,,,,00,0,24,0,4.83,America/New_York,,12,0.19,,19,1015,50,0,5,16,29.91,0.00,,1,,24,,"12:00 PM EDT on August 19, 2012",22,0,75,93,0,0,75
18,,,2012,,7,34,,08,1012,29.97,24,,0.00,0,,,28,4,,,33,,11,0,73,,16,10,,69,,83,1019,94,"{'tzname': 'America/New_York', 'mday': '20', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 20, 2012'}",199,23,,30.08,,26,10,,,,00,0,24,0,2.54,America/New_York,,12,0.10,,20,1015,47,0,6,16,29.88,0.00,,1,,16,,"12:00 PM EDT on August 20, 2012",21,0,76,93,0,0,75
16,,,2012,,9,34,,08,1015,30.04,24,,0.00,0,,,28,1,,,32,,14,1,71,,16,10,,64,,82,1020,96,"{'tzname': 'America/New_York', 'mday': '21', 'hour': '12', 'mon': '08', 'year': '2012', 'min': '00', 'pretty': '12:00 PM EDT on August 21, 2012'}",188,22,,30.12,,37,9,,,,00,0,22,0,23.11,America/New_York,,12,0.91,,21,1017,52,0,2,14,29.98,0.00,,1,,23,,"12:00 PM EDT on August 21, 2012",18,0,75,93,0,0,72
