b'Name of the Restaurants',Country code,City,Day of week,Start time,End time
b'Mioposto',US,Seattle,0,0730,2200
b'Mioposto',US,Seattle,1,0730,2200
b'Mioposto',US,Seattle,2,0730,2200
b'Mioposto',US,Seattle,3,0730,2200
b'Mioposto',US,Seattle,4,0730,2200
b'Mioposto',US,Seattle,5,0730,2200
b'Mioposto',US,Seattle,6,0730,2200
b'Miracle Mile Delicatessen',US,Phoenix,0,1030,2000
b'Miracle Mile Delicatessen',US,Phoenix,1,1030,2000
b'Miracle Mile Delicatessen',US,Phoenix,2,1030,2000
b'Miracle Mile Delicatessen',US,Phoenix,3,1030,2000
b'Miracle Mile Delicatessen',US,Phoenix,4,1030,2000
b'Miracle Mile Delicatessen',US,Phoenix,5,0700,2000
b'Miracle Mile Delicatessen',US,Phoenix,6,0700,2000
b'Mirchi Indian Cuisine',AU,Ngunnawal,0,1730,2200
b'Mirchi Indian Cuisine',AU,Ngunnawal,1,1730,2200
b'Mirchi Indian Cuisine',AU,Ngunnawal,2,1730,2200
b'Mirchi Indian Cuisine',AU,Ngunnawal,3,1730,2200
b'Mirchi Indian Cuisine',AU,Ngunnawal,4,1730,2200
b'Mirchi Indian Cuisine',AU,Ngunnawal,5,1730,2200
b'Mirchi Indian Cuisine',AU,Ngunnawal,6,1730,2200
"b""Mirisola's""",US,Boston,0,1000,2030
"b""Mirisola's""",US,Boston,1,1000,2030
"b""Mirisola's""",US,Boston,2,1000,2030
"b""Mirisola's""",US,Boston,3,1000,2030
"b""Mirisola's""",US,Boston,4,1000,2030
"b""Mirisola's""",US,Boston,5,1000,2030
b'Miro Spanish Grille',US,Charlotte,0,1130,1400
b'Miro Spanish Grille',US,Charlotte,0,1700,2200
b'Miro Spanish Grille',US,Charlotte,1,1130,1400
b'Miro Spanish Grille',US,Charlotte,1,1700,2200
b'Miro Spanish Grille',US,Charlotte,2,1130,1400
b'Miro Spanish Grille',US,Charlotte,2,1700,2200
b'Miro Spanish Grille',US,Charlotte,3,1130,1400
b'Miro Spanish Grille',US,Charlotte,3,1700,2200
b'Miro Spanish Grille',US,Charlotte,4,1130,1400
b'Miro Spanish Grille',US,Charlotte,4,1700,2300
b'Miro Spanish Grille',US,Charlotte,5,1700,2300
b'Miro Spanish Grille',US,Charlotte,6,1700,2200
b'Miro Tapas Bar',AU,Sydney,0,1800,2300
b'Miro Tapas Bar',AU,Sydney,1,1800,2300
b'Miro Tapas Bar',AU,Sydney,2,1800,2300
b'Miro Tapas Bar',AU,Sydney,3,1800,2300
b'Miro Tapas Bar',AU,Sydney,4,1800,2300
b'Miro Tapas Bar',AU,Sydney,5,1800,2300
b'Miro Tapas Bar',AU,Sydney,6,1800,2300
b'Misato',GB,London,0,1200,2230
b'Misato',GB,London,1,1200,2230
b'Misato',GB,London,2,1200,2230
b'Misato',GB,London,3,1200,2230
b'Misato',GB,London,4,1200,2230
b'Misato',GB,London,5,1200,2230
b'Misato',GB,London,6,1200,2230
b'Miscelanea NY',US,New York,0,0800,1900
b'Miscelanea NY',US,New York,1,0800,1900
b'Miscelanea NY',US,New York,2,0800,1900
b'Miscelanea NY',US,New York,3,0800,1900
b'Miscelanea NY',US,New York,4,0800,1900
b'Miscelanea NY',US,New York,5,0900,1900
b'Miscelanea NY',US,New York,6,0900,1900
b'Miso Japanese Restaurant',AU,Sydney,0,1200,1430
b'Miso Japanese Restaurant',AU,Sydney,0,1730,2130
b'Miso Japanese Restaurant',AU,Sydney,1,1200,1430
b'Miso Japanese Restaurant',AU,Sydney,1,1730,2130
b'Miso Japanese Restaurant',AU,Sydney,2,1200,1430
b'Miso Japanese Restaurant',AU,Sydney,2,1730,2130
b'Miso Japanese Restaurant',AU,Sydney,3,1200,1430
b'Miso Japanese Restaurant',AU,Sydney,3,1730,2130
b'Miso Japanese Restaurant',AU,Sydney,4,1200,1430
b'Miso Japanese Restaurant',AU,Sydney,4,1730,2130
b'Miso Japanese Restaurant',AU,Sydney,5,1730,2130
b'Misono Grill',US,Boston,0,1130,2200
b'Misono Grill',US,Boston,1,1130,2200
b'Misono Grill',US,Boston,2,1130,2200
b'Misono Grill',US,Boston,3,1130,2200
b'Misono Grill',US,Boston,4,1100,2300
b'Misono Grill',US,Boston,5,1100,2300
b'Misono Grill',US,Boston,6,1100,2200
b'Miss Carter Cafe',AU,Sydney,0,0600,1630
b'Miss Carter Cafe',AU,Sydney,1,0600,1630
b'Miss Carter Cafe',AU,Sydney,2,0600,1630
b'Miss Carter Cafe',AU,Sydney,3,0600,1630
b'Miss Carter Cafe',AU,Sydney,4,0600,1630
"b""Miss E-Vee's Soul Food""",US,Detroit,1,1200,2100
"b""Miss E-Vee's Soul Food""",US,Detroit,2,1200,2100
"b""Miss E-Vee's Soul Food""",US,Detroit,3,1200,2100
"b""Miss E-Vee's Soul Food""",US,Detroit,4,1200,2100
"b""Miss E-Vee's Soul Food""",US,Detroit,5,1500,2100
"b""Miss E-Vee's Soul Food""",US,Detroit,6,1200,2100
"b""Miss Katie's Crab Shack""",AU,Melbourne,1,1700,2300
"b""Miss Katie's Crab Shack""",AU,Melbourne,2,1700,2300
"b""Miss Katie's Crab Shack""",AU,Melbourne,3,1700,2300
"b""Miss Katie's Crab Shack""",AU,Melbourne,4,1700,0000
"b""Miss Katie's Crab Shack""",AU,Melbourne,5,1700,0000
"b""Miss Katie's Crab Shack""",AU,Melbourne,6,1200,1700
"b""Miss Kay's""",AU,Brisbane,0,0700,2030
"b""Miss Kay's""",AU,Brisbane,1,0700,2030
"b""Miss Kay's""",AU,Brisbane,2,0700,2030
"b""Miss Kay's""",AU,Brisbane,3,0700,2200
"b""Miss Kay's""",AU,Brisbane,4,0700,0000
"b""Miss Kay's""",AU,Brisbane,5,0830,2200
"b""Miss Kay's""",AU,Brisbane,6,0830,2200
b'Miss Korea Kitchen',AU,Melbourne,0,1100,1500
b'Miss Korea Kitchen',AU,Melbourne,0,1700,2200
b'Miss Korea Kitchen',AU,Melbourne,1,1100,1500
b'Miss Korea Kitchen',AU,Melbourne,1,1700,2200
b'Miss Korea Kitchen',AU,Melbourne,2,1100,1500
b'Miss Korea Kitchen',AU,Melbourne,2,1700,2200
b'Miss Korea Kitchen',AU,Melbourne,3,1100,1500
b'Miss Korea Kitchen',AU,Melbourne,3,1700,2200
b'Miss Korea Kitchen',AU,Melbourne,4,1100,1500
b'Miss Korea Kitchen',AU,Melbourne,4,1700,2200
b'Miss Korea Kitchen',AU,Melbourne,5,1100,1500
b'Miss Korea Kitchen',AU,Melbourne,5,1700,2200
b'Miss Korea Kitchen',AU,Melbourne,6,1100,1500
b'Miss Korea Kitchen',AU,Melbourne,6,1700,2200
b'Miss Maud Smorgasbord Restaurant',AU,Perth,0,0700,2100
b'Miss Maud Smorgasbord Restaurant',AU,Perth,1,0700,2100
b'Miss Maud Smorgasbord Restaurant',AU,Perth,2,0700,2100
b'Miss Maud Smorgasbord Restaurant',AU,Perth,3,0700,2100
b'Miss Maud Smorgasbord Restaurant',AU,Perth,4,0700,2130
b'Miss Maud Smorgasbord Restaurant',AU,Perth,5,0700,2130
b'Miss Maud Smorgasbord Restaurant',AU,Perth,6,0700,2100
b'Miss Maud Swedish Pastry Houses',AU,Perth,0,0730,1730
b'Miss Maud Swedish Pastry Houses',AU,Perth,1,0730,1730
b'Miss Maud Swedish Pastry Houses',AU,Perth,2,0730,1730
b'Miss Maud Swedish Pastry Houses',AU,Perth,3,0730,1730
b'Miss Maud Swedish Pastry Houses',AU,Perth,4,0730,1730
b'Miss Maud Swedish Pastry Houses',AU,Perth,5,0830,1700
b'Miss Maud Swedish Pastry Houses',AU,Perth,6,1000,1500
b'MissChu',AU,Melbourne,0,1100,2100
b'MissChu',AU,Melbourne,1,1100,2100
b'MissChu',AU,Melbourne,2,1100,2100
b'MissChu',AU,Melbourne,3,1100,2130
b'MissChu',AU,Melbourne,4,1100,2130
b'MissChu',AU,Melbourne,5,1230,2130
b'misschu',AU,Sydney,0,1100,2100
b'misschu',AU,Sydney,1,1100,2100
b'misschu',AU,Sydney,2,1100,2100
b'misschu',AU,Sydney,3,1100,2100
b'misschu',AU,Sydney,4,1100,2100
b'misschu',AU,Sydney,5,1100,2100
b'misschu',AU,Sydney,6,1100,2100
b'Mission Beach Cafe',US,San Francisco,0,0700,2200
b'Mission Beach Cafe',US,San Francisco,1,0700,2200
b'Mission Beach Cafe',US,San Francisco,2,0700,2200
b'Mission Beach Cafe',US,San Francisco,3,0700,2200
b'Mission Beach Cafe',US,San Francisco,4,0700,2300
b'Mission Beach Cafe',US,San Francisco,5,0900,2300
b'Mission Beach Cafe',US,San Francisco,6,0900,1800
b'Mission Ceviche',US,New York,0,1000,2000
b'Mission Ceviche',US,New York,1,1000,2000
b'Mission Ceviche',US,New York,2,1000,2000
b'Mission Ceviche',US,New York,3,1000,2000
b'Mission Ceviche',US,New York,4,1000,2000
b'Mission Ceviche',US,New York,5,1000,2000
b'Mission Ceviche',US,New York,6,1000,2000
b'Mission Public',US,San Francisco,0,1530,2000
b'Mission Public',US,San Francisco,1,1530,2000
b'Mission Public',US,San Francisco,2,1530,2000
b'Mission Public',US,San Francisco,3,1530,2100
b'Mission Public',US,San Francisco,4,1530,2100
b'Mister Close',AU,Melbourne,0,0700,1600
b'Mister Close',AU,Melbourne,1,0700,1600
b'Mister Close',AU,Melbourne,2,0700,1600
b'Mister Close',AU,Melbourne,3,0700,1600
b'Mister Close',AU,Melbourne,4,0700,1600
b'Mister Close',AU,Melbourne,5,0900,1600
b'Mister Close',AU,Melbourne,6,1000,1600
b'Mister Tuna',US,Denver,0,1700,2130
b'Mister Tuna',US,Denver,1,1700,2130
b'Mister Tuna',US,Denver,2,1700,2130
b'Mister Tuna',US,Denver,3,1700,2130
b'Mister Tuna',US,Denver,4,1700,2200
b'Mister Tuna',US,Denver,5,1700,2200
"b""Mister Zee's""",AU,Canberra,0,1130,2100
"b""Mister Zee's""",AU,Canberra,1,1130,2100
"b""Mister Zee's""",AU,Canberra,2,1130,2100
"b""Mister Zee's""",AU,Canberra,3,1130,2100
"b""Mister Zee's""",AU,Canberra,4,1130,2200
"b""Mister Zee's""",AU,Canberra,5,1130,2200
b'Mitsitam Cafe',US,Washington,0,1100,1700
b'Mitsitam Cafe',US,Washington,1,1100,1700
b'Mitsitam Cafe',US,Washington,2,1100,1700
b'Mitsitam Cafe',US,Washington,3,1100,1700
b'Mitsitam Cafe',US,Washington,4,1100,1700
b'Mitsitam Cafe',US,Washington,5,1100,1700
b'Mitsitam Cafe',US,Washington,6,1100,1700
b'MIX',AU,Perth,0,1130,1530
b'MIX',AU,Perth,1,1130,1530
b'MIX',AU,Perth,2,1130,1530
b'MIX',AU,Perth,3,1130,1530
b'MIX',AU,Perth,4,1130,1900
b'MIX',AU,Perth,5,1130,1530
b'Mixed Roll & Bop',US,San Jose,0,1100,2100
b'Mixed Roll & Bop',US,San Jose,1,1100,2100
b'Mixed Roll & Bop',US,San Jose,2,1100,2100
b'Mixed Roll & Bop',US,San Jose,3,1100,2100
b'Mixed Roll & Bop',US,San Jose,4,1100,2100
b'Mixed Roll & Bop',US,San Jose,5,1100,2100
b'Miyako',US,Houston,0,1130,2300
b'Miyako',US,Houston,1,1130,2300
b'Miyako',US,Houston,2,1130,2300
b'Miyako',US,Houston,3,1130,2300
b'Miyako',US,Houston,4,1130,0000
b'Miyako',US,Houston,5,1200,0000
b'Miyako',US,Houston,6,1200,2300
b'Mizu Sushi Bar & Grill',US,San Jose,0,1130,1430
b'Mizu Sushi Bar & Grill',US,San Jose,0,1700,2200
b'Mizu Sushi Bar & Grill',US,San Jose,1,1130,1430
b'Mizu Sushi Bar & Grill',US,San Jose,1,1700,2200
b'Mizu Sushi Bar & Grill',US,San Jose,2,1130,1430
b'Mizu Sushi Bar & Grill',US,San Jose,2,1700,2200
b'Mizu Sushi Bar & Grill',US,San Jose,3,1130,1430
b'Mizu Sushi Bar & Grill',US,San Jose,3,1700,2200
b'Mizu Sushi Bar & Grill',US,San Jose,4,1130,1430
b'Mizu Sushi Bar & Grill',US,San Jose,4,1700,2300
b'Mizu Sushi Bar & Grill',US,San Jose,5,1130,1430
b'Mizu Sushi Bar & Grill',US,San Jose,5,1700,2300
b'Mizu Sushi Bar & Grill',US,San Jose,6,1700,2200
b'Mizumi',US,Las Vegas,0,1730,2200
b'Mizumi',US,Las Vegas,1,1730,2200
b'Mizumi',US,Las Vegas,2,1730,2200
b'Mizumi',US,Las Vegas,3,1730,2200
b'Mizumi',US,Las Vegas,4,1730,2230
b'Mizumi',US,Las Vegas,5,1730,2230
b'Mizumi',US,Las Vegas,6,0530,2200
b'Mizuya',AU,Sydney,0,1130,0000
b'Mizuya',AU,Sydney,1,1130,0000
b'Mizuya',AU,Sydney,2,1130,0000
b'Mizuya',AU,Sydney,3,1130,0000
b'Mizuya',AU,Sydney,4,1130,0200
b'Mizuya',AU,Sydney,5,1130,0200
b'Mizuya',AU,Sydney,6,1130,0000
"b""MJ O'Connor's Irish Pub""",US,Boston,0,1130,0200
"b""MJ O'Connor's Irish Pub""",US,Boston,1,1130,0200
"b""MJ O'Connor's Irish Pub""",US,Boston,2,1130,0200
"b""MJ O'Connor's Irish Pub""",US,Boston,3,1130,0200
"b""MJ O'Connor's Irish Pub""",US,Boston,4,1130,0200
"b""MJ O'Connor's Irish Pub""",US,Boston,5,1130,0200
"b""MJ O'Connor's Irish Pub""",US,Boston,6,1130,0200
b'mkt.',US,Seattle,0,1700,2200
b'mkt.',US,Seattle,1,1700,2200
b'mkt.',US,Seattle,2,1700,2200
b'mkt.',US,Seattle,3,1700,2200
b'mkt.',US,Seattle,4,1700,2300
b'mkt.',US,Seattle,5,1700,2300
b'mkt.',US,Seattle,6,1700,2200
b'Moana Coffee',AU,Perth,0,0700,1600
b'Moana Coffee',AU,Perth,1,0700,1600
b'Moana Coffee',AU,Perth,2,0700,1600
b'Moana Coffee',AU,Perth,3,0700,1600
b'Moana Coffee',AU,Perth,4,0700,1600
b'Moana Coffee',AU,Perth,5,1000,1500
b'Moana Coffee',AU,Perth,6,1100,1600
b'Moat',AU,Melbourne,0,0800,2300
b'Moat',AU,Melbourne,1,0800,2300
b'Moat',AU,Melbourne,2,0800,2300
b'Moat',AU,Melbourne,3,0800,2300
b'Moat',AU,Melbourne,4,0800,2300
b'Moat',AU,Melbourne,5,1500,2300
b'Mockingbird Bistro',US,Houston,0,1730,2200
b'Mockingbird Bistro',US,Houston,1,1730,2200
b'Mockingbird Bistro',US,Houston,2,1730,2200
b'Mockingbird Bistro',US,Houston,3,1730,2200
b'Mockingbird Bistro',US,Houston,4,1730,2200
b'Mockingbird Bistro',US,Houston,5,1730,2200
b'Mockingbird Bistro',US,Houston,6,1730,2200
b'MOD Pizza',US,Houston,0,1030,2200
b'MOD Pizza',US,Houston,1,1030,2200
b'MOD Pizza',US,Houston,2,1030,2200
b'MOD Pizza',US,Houston,3,1030,2200
b'MOD Pizza',US,Houston,4,1030,2300
b'MOD Pizza',US,Houston,5,1030,2300
b'MOD Pizza',US,Houston,6,1030,2200
b'MOD Pizza',US,San Jose,0,1030,2200
b'MOD Pizza',US,San Jose,1,1030,2200
b'MOD Pizza',US,San Jose,2,1030,2200
b'MOD Pizza',US,San Jose,3,1030,2200
b'MOD Pizza',US,San Jose,4,1030,2300
b'MOD Pizza',US,San Jose,5,1030,2300
b'MOD Pizza',US,San Jose,6,1030,2200
b'MOD Pizza',US,San Jose,0,1030,2200
b'MOD Pizza',US,San Jose,1,1030,2200
b'MOD Pizza',US,San Jose,2,1030,2200
b'MOD Pizza',US,San Jose,3,1030,2200
b'MOD Pizza',US,San Jose,4,1030,2300
b'MOD Pizza',US,San Jose,5,1030,2300
b'MOD Pizza',US,San Jose,6,1030,2200
b'Moda Restaurant',AU,Brisbane,0,1500,2200
b'Moda Restaurant',AU,Brisbane,1,1500,2200
b'Moda Restaurant',AU,Brisbane,2,1500,2200
b'Moda Restaurant',AU,Brisbane,3,1200,2200
b'Moda Restaurant',AU,Brisbane,4,1200,2200
b'Moda Restaurant',AU,Brisbane,5,1800,2200
b'Modern Market',US,Denver,0,0700,2000
b'Modern Market',US,Denver,1,0700,2000
b'Modern Market',US,Denver,2,0700,2000
b'Modern Market',US,Denver,3,0700,2000
b'Modern Market',US,Denver,4,0700,2000
b'Modern Market',US,Denver,5,0700,2000
b'Modern Market',US,Denver,6,0700,2000
"b""Moe's Original Bar B Que""",US,Birmingham,0,1100,2130
"b""Moe's Original Bar B Que""",US,Birmingham,1,1100,2130
"b""Moe's Original Bar B Que""",US,Birmingham,2,1100,2130
"b""Moe's Original Bar B Que""",US,Birmingham,3,1100,2230
"b""Moe's Original Bar B Que""",US,Birmingham,4,1100,2230
"b""Moe's Original Bar B Que""",US,Birmingham,5,1100,2230
"b""Moe's Original Bar B Que""",US,Birmingham,6,1100,2130
b'MoGo BBQ',US,San Jose,1,1200,1400
b'MoGo BBQ',US,San Jose,1,1900,2300
b'MoGo BBQ',US,San Jose,2,1200,1400
b'MoGo BBQ',US,San Jose,2,1900,2300
b'MoGo BBQ',US,San Jose,3,1200,1400
b'MoGo BBQ',US,San Jose,3,1900,2300
b'MoGo BBQ',US,San Jose,4,1200,1400
b'MoGo BBQ',US,San Jose,4,1900,2300
b'MoGo BBQ',US,San Jose,5,1900,2300
b'Mohsen',GB,London,0,1200,2300
b'Mohsen',GB,London,1,1200,2300
b'Mohsen',GB,London,2,1200,2300
b'Mohsen',GB,London,3,1200,2300
b'Mohsen',GB,London,4,1200,2300
b'Mohsen',GB,London,5,1200,2300
b'Mohsen',GB,London,6,1200,2300
b'Mojito',US,Seattle,0,1200,2100
b'Mojito',US,Seattle,1,1200,2100
b'Mojito',US,Seattle,2,1200,2100
b'Mojito',US,Seattle,3,1200,2100
b'Mojito',US,Seattle,4,1200,2200
b'Mojito',US,Seattle,5,1200,2200
b'Mojito',US,Seattle,6,1200,2100
b'MOJO',GB,Liverpool,0,1700,0300
b'MOJO',GB,Liverpool,1,1700,0300
b'MOJO',GB,Liverpool,2,1700,0300
b'MOJO',GB,Liverpool,3,1700,0300
b'MOJO',GB,Liverpool,4,1700,0400
b'MOJO',GB,Liverpool,5,1700,0400
b'MOJO',GB,Liverpool,6,1700,0400
b'Mojo Pub',US,Birmingham,0,1500,0200
b'Mojo Pub',US,Birmingham,1,1500,0200
b'Mojo Pub',US,Birmingham,2,1500,0200
b'Mojo Pub',US,Birmingham,3,1500,0200
b'Mojo Pub',US,Birmingham,4,1500,0200
b'Mojo Pub',US,Birmingham,5,1500,0200
b'Mojo Pub',US,Birmingham,6,1500,0200
b'Mokja',US,New York,0,1130,2200
b'Mokja',US,New York,1,1130,2200
b'Mokja',US,New York,2,1130,2200
b'Mokja',US,New York,3,1130,2200
b'Mokja',US,New York,4,1130,2200
b'Mokja',US,New York,5,1130,2200
b'Mokja',US,New York,6,1130,2200
b'Moko Ramen Bar',US,Las Vegas,0,1100,2200
b'Moko Ramen Bar',US,Las Vegas,1,1100,2200
b'Moko Ramen Bar',US,Las Vegas,2,1100,2200
b'Moko Ramen Bar',US,Las Vegas,3,1100,2200
b'Moko Ramen Bar',US,Las Vegas,4,1100,2200
b'Moko Ramen Bar',US,Las Vegas,5,1100,2200
b'Momofuku Ko',US,New York,1,1800,2200
b'Momofuku Ko',US,New York,2,1800,2200
b'Momofuku Ko',US,New York,3,1800,2200
b'Momofuku Ko',US,New York,4,1230,1530
b'Momofuku Ko',US,New York,4,1800,2200
b'Momofuku Ko',US,New York,5,1230,1530
b'Momofuku Ko',US,New York,5,1800,2200
b'Momokawa',US,New York,0,1145,1500
b'Momokawa',US,New York,0,1700,2245
b'Momokawa',US,New York,1,1145,1500
b'Momokawa',US,New York,1,1700,2245
b'Momokawa',US,New York,2,1145,1500
b'Momokawa',US,New York,2,1700,2245
b'Momokawa',US,New York,3,1045,1500
b'Momokawa',US,New York,3,1700,2245
b'Momokawa',US,New York,4,1145,1500
b'Momokawa',US,New York,4,1700,2245
b'Momokawa',US,New York,5,1145,2245
b'Momokawa',US,New York,6,1145,2345
b'Momosan Ramen & Sake',US,New York,0,1130,1500
b'Momosan Ramen & Sake',US,New York,0,1700,2300
b'Momosan Ramen & Sake',US,New York,1,1130,1500
b'Momosan Ramen & Sake',US,New York,1,1700,2300
b'Momosan Ramen & Sake',US,New York,2,1130,1500
b'Momosan Ramen & Sake',US,New York,2,1700,2300
b'Momosan Ramen & Sake',US,New York,3,1130,1500
b'Momosan Ramen & Sake',US,New York,3,1700,2300
b'Momosan Ramen & Sake',US,New York,4,1130,1500
b'Momosan Ramen & Sake',US,New York,4,1700,2300
b'Momosan Ramen & Sake',US,New York,5,1130,1500
b'Momosan Ramen & Sake',US,New York,5,1700,2300
b'Momosan Ramen & Sake',US,New York,6,1600,2200
"b""Mom's Teriyaki""",US,Las Vegas,0,1100,2100
"b""Mom's Teriyaki""",US,Las Vegas,1,1100,2100
"b""Mom's Teriyaki""",US,Las Vegas,2,1100,2100
"b""Mom's Teriyaki""",US,Las Vegas,3,1100,2100
"b""Mom's Teriyaki""",US,Las Vegas,4,1100,2100
"b""Mom's Teriyaki""",US,Las Vegas,5,1100,2100
"b""Monica's Mercato""",US,Boston,0,0900,2300
"b""Monica's Mercato""",US,Boston,1,0900,2300
"b""Monica's Mercato""",US,Boston,2,0900,2300
"b""Monica's Mercato""",US,Boston,3,0900,2300
"b""Monica's Mercato""",US,Boston,4,0900,2300
"b""Monica's Mercato""",US,Boston,5,0900,2300
"b""Monica's Mercato""",US,Boston,6,0900,2300
b'Monkey Bar',AU,Melbourne,0,1130,2030
b'Monkey Bar',AU,Melbourne,1,1130,2030
b'Monkey Bar',AU,Melbourne,2,1130,2030
b'Monkey Bar',AU,Melbourne,3,1130,2030
b'Monkey Bar',AU,Melbourne,4,1130,2030
b'Monkey Bar',AU,Melbourne,5,1130,2030
b'Monkey King Pan Asian Bar',AU,Melbourne,0,1130,2300
b'Monkey King Pan Asian Bar',AU,Melbourne,1,1130,2300
b'Monkey King Pan Asian Bar',AU,Melbourne,2,1130,2300
b'Monkey King Pan Asian Bar',AU,Melbourne,3,1130,0100
b'Monkey King Pan Asian Bar',AU,Melbourne,4,1130,0100
b'Monkey King Pan Asian Bar',AU,Melbourne,5,1130,0100
b'Monkey King Pan Asian Bar',AU,Melbourne,6,1130,2300
b'Mono',GB,Glasgow,0,1100,0000
b'Mono',GB,Glasgow,1,1100,0000
b'Mono',GB,Glasgow,2,1100,0000
b'Mono',GB,Glasgow,3,1100,0000
b'Mono',GB,Glasgow,4,1100,0000
b'Mono',GB,Glasgow,5,1100,0000
b'Mono',GB,Glasgow,6,1230,0000
b'Monopole',AU,Potts Point,0,1700,2200
b'Monopole',AU,Potts Point,1,1700,2200
b'Monopole',AU,Potts Point,2,1700,2200
b'Monopole',AU,Potts Point,3,1700,2200
b'Monopole',AU,Potts Point,4,1700,2200
b'Monopole',AU,Potts Point,5,1200,2200
b'Monopole',AU,Potts Point,6,1200,2130
b'Monsoon Poon',NZ,Auckland,0,1100,2300
b'Monsoon Poon',NZ,Auckland,1,1100,2300
b'Monsoon Poon',NZ,Auckland,2,1100,2300
b'Monsoon Poon',NZ,Auckland,3,1100,2300
b'Monsoon Poon',NZ,Auckland,4,1100,0000
b'Monsoon Poon',NZ,Auckland,5,1700,0000
b'Monsoon Poon',NZ,Auckland,6,1700,2200
b'Monsoon Seattle',US,Seattle,0,1130,0000
b'Monsoon Seattle',US,Seattle,1,1130,0000
b'Monsoon Seattle',US,Seattle,2,1130,0000
b'Monsoon Seattle',US,Seattle,3,1130,0000
b'Monsoon Seattle',US,Seattle,4,1100,0000
b'Monsoon Seattle',US,Seattle,5,1000,0000
b'Monsoon Seattle',US,Seattle,6,1000,0000
b'Monta Ramen',US,Las Vegas,0,1130,2300
b'Monta Ramen',US,Las Vegas,1,1130,2300
b'Monta Ramen',US,Las Vegas,2,1130,2300
b'Monta Ramen',US,Las Vegas,3,1130,2300
b'Monta Ramen',US,Las Vegas,4,1130,0100
b'Monta Ramen',US,Las Vegas,5,1130,0100
b'Monta Ramen',US,Las Vegas,6,1130,2300
"b""Montana's Trail house""",US,Brooklyn,0,1500,0400
"b""Montana's Trail house""",US,Brooklyn,1,1500,0400
"b""Montana's Trail house""",US,Brooklyn,2,1500,0400
"b""Montana's Trail house""",US,Brooklyn,3,1500,0400
"b""Montana's Trail house""",US,Brooklyn,4,1500,0400
"b""Montana's Trail house""",US,Brooklyn,5,1100,0400
"b""Montana's Trail house""",US,Brooklyn,6,1100,0000
b'Montmartre',US,Washington,1,1130,1430
b'Montmartre',US,Washington,1,1730,2200
b'Montmartre',US,Washington,2,1130,1430
b'Montmartre',US,Washington,2,1730,2200
b'Montmartre',US,Washington,3,1130,1430
b'Montmartre',US,Washington,3,1730,2200
b'Montmartre',US,Washington,4,1130,1430
b'Montmartre',US,Washington,4,1730,2230
b'Montmartre',US,Washington,5,1030,1500
b'Montmartre',US,Washington,5,1730,2230
b'Montmartre',US,Washington,6,1030,1500
b'Montmartre',US,Washington,6,1730,2100
b'Moon Tower Inn',US,Houston,0,1200,0200
b'Moon Tower Inn',US,Houston,1,1200,0200
b'Moon Tower Inn',US,Houston,2,1200,0200
b'Moon Tower Inn',US,Houston,3,1200,0200
b'Moon Tower Inn',US,Houston,4,1200,0300
b'Moon Tower Inn',US,Houston,5,1200,0300
b'Moon Tower Inn',US,Houston,6,1200,0000
b'Moonlight Cafe',US,Seattle,0,1000,2200
b'Moonlight Cafe',US,Seattle,1,1000,2200
b'Moonlight Cafe',US,Seattle,2,1000,2200
b'Moonlight Cafe',US,Seattle,3,1000,2200
b'Moonlight Cafe',US,Seattle,4,1000,2200
b'Moonlight Cafe',US,Seattle,5,1000,2200
b'Moonlight Cafe',US,Seattle,6,1000,2200
"b""Moon's Sandwich Shop""",US,Chicago,0,0530,1800
"b""Moon's Sandwich Shop""",US,Chicago,1,0530,1800
"b""Moon's Sandwich Shop""",US,Chicago,2,0530,1800
"b""Moon's Sandwich Shop""",US,Chicago,3,0530,1800
"b""Moon's Sandwich Shop""",US,Chicago,4,0530,1800
"b""Moon's Sandwich Shop""",US,Chicago,5,0530,1500
"b""Moon's Sandwich Shop""",US,Chicago,6,0700,1400
b'Mooo Restaurant',US,Boston,0,0700,2200
b'Mooo Restaurant',US,Boston,1,0700,2200
b'Mooo Restaurant',US,Boston,2,0700,2200
b'Mooo Restaurant',US,Boston,3,0700,2200
b'Mooo Restaurant',US,Boston,4,0700,2230
b'Mooo Restaurant',US,Boston,5,0800,2230
b'Mooo Restaurant',US,Boston,6,1030,2200
b'Moose Coffee',GB,Liverpool,0,0800,1700
b'Moose Coffee',GB,Liverpool,1,0800,1700
b'Moose Coffee',GB,Liverpool,2,0800,1700
b'Moose Coffee',GB,Liverpool,3,0800,1700
b'Moose Coffee',GB,Liverpool,4,0800,1700
b'Moose Coffee',GB,Liverpool,5,0900,1800
b'Moose Coffee',GB,Liverpool,6,0900,1600
b'Moose Coffee',GB,Liverpool,0,0900,1700
b'Moose Coffee',GB,Liverpool,1,0900,1700
b'Moose Coffee',GB,Liverpool,2,0900,1700
b'Moose Coffee',GB,Liverpool,3,0900,1700
b'Moose Coffee',GB,Liverpool,4,0900,1700
b'Moose Coffee',GB,Liverpool,5,0900,1700
b'Moosehead Grill',US,Charlotte,0,1100,0200
b'Moosehead Grill',US,Charlotte,1,1100,0200
b'Moosehead Grill',US,Charlotte,2,1100,0200
b'Moosehead Grill',US,Charlotte,3,1100,0200
b'Moosehead Grill',US,Charlotte,4,1100,0200
b'Moosehead Grill',US,Charlotte,5,1200,0200
b'Moosehead Grill',US,Charlotte,6,1200,0200
